tipus,szerzo,cim,vers,link
neg,Végh Annamária,A fekete nád,"Hajlott csendben, zaklatott. Kiabált reám egy jó nagyot. ""Félsz? Mondd, félsz, gyermekem?"" ""Igen, félek, Istenem."" ""Mitől félsz? Mondd hát, Ez hisz csak fekete nád."" ""Igen, Atyám, de rémisztő érzést kelt, Riogat, és olyan, mint aki halált rejt."" ""Egy cseppet se félj, gyermek! Együtt jár a vég és a kezdet. A fekete nád csak a félelmed tükörképe... Észt adtam, érzelmet, gondolatokat, De nem azért, hogy magadat riogasd. Jöjj közelebb, nézd meg jobban! Látod, ha hozzáérsz, fellobban. S a feketeség helyét fény tölti be, Mert a reményt senki se törheti le."" (Így reménykedj mindig szebb napokban, ne vessz el a fekete napokban.)",https://poet.hu/vers/393708
neg,Gránicz Éva,Ez nem egy film...,"Ez nem egy film, barátom, ez a való, Lassított kép, falak közt halovány szó. Steril itt a csend és az orromba mar, Mintha az idő sem tudná, mit akar. A félelem nem a halál, nem a vég, Hanem magad elveszíted... ijedtség. Egy szám leszel, egy papír és egy adat, Nem az, ki napkeltén kávét kavargat. Fehér köpenyek halk táncát nézem, A testem vizsgálják, de a lelkem... Már messze jár a családom felé, Barátaim, szép kedvesem felé. Mégis remélem, nem csak túl leszek, Hanem hogy újra érzem, lehetek. Nem túlélni vágyok, élni akarok, S a félelem suttogja: most még vagyok...",https://poet.hu/vers/393611
neg,Yelchowt Elisabeth,Beléd égtem,"Szemerkélő esőben állunk kint kettesben. Esernyőnket nem nyitjuk, s a naplementét csodáljuk. Egymást nem is sajnáljuk, hagyva a szót, hadd szálljon. Nem kell tovább váratnod, ítéletét elhagytuk. Komolytalan arcodon, komolyságod láthatom. Ártatlanul pislogsz most, bár ajkad élve tépne húst. Kegyetlenség árad szét, de fájdalmasan jó e kép. Elfelejtett igaz lét, kegyelmes vagy, nem kérdés.",https://poet.hu/vers/393517
neg,Horváth Gabriella Mária,Harcmezőn a katona,"Vörösesfekete földre lép a csizma, fű nem nő ott, csak vér és ima. Szeme nem lát már semmi szépet, csak árnyakat - elbukott katonaképet. Kezében puska, vállán tátongó seb, nem kérdi, miért övék e szerep. Lelkében csend - az ordítás után mint hó, mi hull egy sírgödörre tán. Nem hősnek indult - csak ember volt, kit a háború egy más világba tolt. Most hallgat - mint ki tudja már: a győzelem mindig fájdalomra vár. Katona léptére reszket lent a föld, a múlt egy hangtalan könnybe költ. És mégis áll - mert nincs, ki más, a harcos szíve: már néma kiáltás! Léptei súlyát nyomja az éj, vér ízét hozza a hajnali szél. Hamu porában fű sem terem, emlék ég benne s a néma jelen. Sisakja alól közel a múltba tekint, szeme a semmibe villan, még int. Nem kérdi senki, mit őriz a mell, csak ordít a csata, s a csend felel. Fegyvere karjában, de szíve sírt, ver benne egy dallam: ""ne menj, ne megint..."" Ronggyá lett álma sorsba vetett, hazáját hordja testén - mint sebeket. Nem hős akar lenni, csak túlélő, egy csendes hang, ki volt valaha ő. De robban a föld, s ő újra megy, a könny csak belül - kívül már heg. Harcol tovább - bár rég elfogyott, s ha elesett is: csak lelke suttogott. Ott, hol fény van, s nem dörög az ég, ahol a katona új álmot békével regél. Nyögésbe torkoll lövések zaja, szétsakadt testeken gázol a haza. Térde már remeg, szíve feszül, csak míg a világ el nem dől belül. Egy név a szélben, mit hordoz a por, egy arc, amit őrzött - vére nem forr. Csak megy, mint ki régóta halni tanul, s a harcmezőn már csend ül az alkun.",https://poet.hu/vers/393502
neg,Masonte,Ez az utolsó,"""Ez az utolsó"", minden búcsúban benne volt a vágy, hogy talán most megmondom végre, de csak néztelek - némán, félve - mint hold a sötét égen, s azt mondtam: ""Ez az utolsó."" Pedig tudtam, hazudok. Mert elmenni nem tud az, aki szeret, csak újabb némaságot hordoz, mint el nem küldött levelet. Közeledtem volna... csak egy mozdulat, egy szó, egy tekintet. De a szívem visszariadt. És te? Talán te is csak vártál, mint én, szívedben zűrzavar és kétség. A kimondatlan szerelmek suttogva hullanak szét az idő redőin. Ismét azt mondom, ""Ez az utolsó."" Búcsúzni akarok!. De tudom, hogy maradni fogok - megint könnyekben, egy sóhajban, amit nem hall senki, csak a szél.",https://poet.hu/vers/393414
neg,Bajsz István,Kirekesztett gyermek,"Nem is én voltam, csak a félelmem - Rettegő gyermek, kit az élet kirekesztett. Gondolkodtam... Sokat... ""Vajon mit szúrhattam el?"" - A hibáim a részem ugyan, De elfogadnom nem kell mindent, ahogy van... - És csend lett - De nem félelemből - hanem tőlem.",https://poet.hu/vers/393262
neg,Kresz Léna,Félelem,"Éjfélkor pontban a félelem az arcomra lehel, már magától a gondolattól a víz az, mi lever, de én vagyok az, aki remegve az ágyon hever, ismét szívemen nyugszik az ismert fájó teher. Füles a fülemben, szájon csókol a pánik, minden gondolatom rémképpé válik, a fejemben tomboló vihar nem látszik, kinek mondjam el, hogy a lelkem fázik? Amióta létezem, nem telik el év úgy, hogy ne érjen utol a múltam, emlékszem, mik voltak az eszközök, melyekhez a siker érdekében nyúltam, rég elkövetett és már megtanult leckékbe újra és újra belecsúsztam, viszont azon az átsírt éjszakán a régi énemtől végleg elbúcsúztam. Mi van, ha az emberi gyarlóságaim kitudódnak? Hiszen vannak napok, mikor hibák hibára halmozódnak, majd később tisztán látva a történetszálak kirajzolódnak, a végén pedig rájövök, mi okból éreztem mindvégig fullasztónak. Vajon visszatérsz az életembe te is, kit nem nevezek nevén? Kérlek, ne bánts! Így is fáj, hogy nem az vagy, kit szerettem én. Ha az lennél, ki akkor voltál, én mindenáron megvédeném, de rég nem az vagy, kiről íródott a tucatnyi szerelmeslevél. Amikor utoljára találkoztunk, abban maradtunk, elfelejtjük egymást örökre, azt akarom, hogy távozz, felejts el, hisz te voltál, ki a mosolyt arcomról letörölte, te pedig nem nyugszol, nem engedsz el, de az utcán te lennél, ki rám sem köszönne, annyiszor kértelek rá, hogy tűnj el, de nem vagy képes rá, engedj bele az örömökbe. A félelem már inkább gyomorgöcsbe ment át, hajnali egy, lassan elalusznak az illatgyertyák, de a fejemben nem fogyatkoznak a dilemmák, ilyenkor túl késő van, hogy írjak róluk egy újabb novellát!",https://poet.hu/vers/393045
neg,Csik Boglárka,Lélekfigyelő,"Mintha tegnap történt volna, Hogy sietve álltál a küszöbre, Pedig éjfélt ütött az óra - Nem vettem fontolóra. Nem vettem fontolóra, Hogy kitessékeljelek. Neked én jöttem kapóra, Nekem, hogy lefektesselek. Lefektetted fejed mellém, Mellemre zuhant karod, Szemed pislákolt felém, Mikor azt mondtad, akarod. Akarod, hogy karomba fonjalak, Hogy lágy szavakkal éltesselek, S mint sziluettjének táncoló alak, magamon hordhassalak. Akkor már tudtam, hogy ennyi, Nem jössz többet hozzám, Nem fogsz többé énekelni, Kebeleden melegen ölelni. Szád nem becéz, sem danol, Egy lesz, mi éltet, mikor Dacos ajkadon honol - Assum animo.",https://poet.hu/vers/392933
neg,Mardi Miriam,Tétován,"üszkös elhalt romok látványa borzaszt fényre megvakult szemed kezeddel tapogatod elszakadt biztosítóköteled - félsz - repülni vagy zuhanni kellene magadtól el magaddal szembe tétován nézel felém szemedben látom a ""már és még"" gyávasága él",https://poet.hu/vers/392910
neg,Trebó Róbert,Visszasírt könnyek,"Nem olyan könnyen, De túl korán sírtam el Utolsó könnyem. Bármeddig bírom... Viszont itt van írva fel, Hogy: Visszasírom.",https://poet.hu/vers/391625
neg,M.B.,Siralom,"Erkélyemet sietve bezárom. Nem akarom hallani a jajokat, de a szürke falak mögött elszabadul a sötét iszonyat. Vicsorog, mint egy veszett véreb, az angyalok torkán fullad az ének. Odakint a kutyaugatás halkul, lelkemben ezer hegedű jajdul. Ő egy igazi hegedűművész, művészek között a legnagyobb bűvész. A levegőt elfojtják könnyei, a fájdalomsikolyt még jobban hallani.",https://poet.hu/vers/391432
neg,Angyal Dorottya,Sírj,"Sírj, ha fáj a lelked, Add ki magadból, amit csak lehet. Sírj, hogy megkönnyebbüljön lelked, És ne szégyelld kimondani, Amit érzel. Lehet, hogy sírsz legbelül, Hogy bántottak - De idővel meglátod: Jobb vagy, mint az átlag. Ne sírj, ha az élet kemény veled, A sors azt akarja: ne add fel! Én is sírtam rengeteget - Hol örömömben, Hol a fájdalom gyötört. Sírni nem szégyen, Mindenkiből kitör az érzelem. Érzelem nélkül nem lehet sírni - Aki ezt mondja, az csak hazudik. A múltban, lehet, hogy sírtál rengeteget, És lehet, sokat fogsz sírni a jövőben is. De ha elérsz valamit az életben, Amiről mindig is álmodtál, Akkor azért fogsz sírni - Mert elérted a legnagyobb vágyad.",https://poet.hu/vers/390328
neg,Varga-Jarabik Laura,Esernyő,"Egy esős napra ébredtem reggel, Szakadt az ég, fújt a felhő, Csak hallgattam az ablakom alatt csendben, Nem hagyta abba, zúgott, egy fa eldőlt. Gondoltam egyet, kimegyek sétálni, Így hát össze is szedtem a lábam, Lehetett a vihar inkább óceáni égtáji, De nem zavart, inkább kihúztam a hátam. Felkaptam fekete fedeles ernyőm, És útnak indultam a végtelenbe és tovább. Takarta arcom a tárgy, nem láttam felhőt, Féltem, remegtem, de nem tudtam okát. Az ernyő takart, így nem láttak s nem láttam. Jó volt így. Nem is akartam, hogy lássák bús arcom. A Nap nem szórt szikrákat a tetőkre, fákra, Így hát szám csüggedt, kezem karcolt. Zivatar, zápor, zakózós zörejek, nem múlnak Az esernyőn kívül sem, és fagyos fejemben sem. Csurgó-csappogó cseppek csodás csapdái dúlnak, S eme fagyos, fekete ernyő burája fed engem le. Az a csoda dolog orcámon is csepereg, De nem az eső. Inkább valami eget rengető csermely, Mi végigfolyik, s végül a folyó lepereg, S mi egykor kicsiny volt, most hatalmas tenger. Úrrá lennék, s kitekintenék az ernyő mögül, De gyáva vagyok, mint egy kicsiny nyúl, Ki az esernyő pompája alól ki nem nyúl. Ha fejem felől felemelném, félelmet fikázva, Fájó foltok fekete fogát marná ki a bánat, Mely már enyém lett, s nem is adom rinyálva Sem, s emberek rettegnének, milyen gyáva. S lassan sétálgatva a csöpögő cseppek Átalakulnak gyönyörű kristály vérré, Mely karomat áldja minden áldott este, S mégis, de mégis a vér nem válik vízzé. Ide ragadtam, örökre az ernyő setét bugyra alá, Nem mozdulok, de nem is akarok, mert félek, Hogy egyszer lerántják a lényem falát, S akkor csupasz testem olyan lesz, mint egy féreg. Így hát nagy levegőt véve hazaindultam, De fájó lábam megakadt a fáradt földbe`. Mert én, féregtestű koponya, kimúltam, S nem karol már majd soha senki ölbe.",https://poet.hu/vers/389857
neg,Kovács Krisztián KK,Törékeny sóhaj,"Néha a könny utat kér magának, s a szemhéj alól zeng a szivárgó bánat. Nem azért sírok, mert megingott a léptem, csak már sok emléket magamban eltemettem. Néha fáj, mi sosem vált valóra, bár álmaink közt is rejtőzik elhagyott óra. A napsütés bőrömbe mart, mint tűzpecsét, s a vihar mutatta meg az élet lényegét. A belső hang, ha néha meg is remeg, megmosdatja lelkemben a visszhangzó felesleget. Nem bűn a könny, s nem is igazi veszteség, csak a szeretet sóhajt bennem törékeny mesét.",https://poet.hu/vers/389434
neg,Fekete Károly József,Könny a szememben,"Oly egyedül élek, nem vár énrám senki, mostoha az élet, de nem fogok én sírni. Hogyha néha mégis könny ragyog szememben, csak terád gondolok, itt élsz még szívemben. Hogyha titkon mégis szemem könnybe lábad, csak arra gondolok, de jó lenne nálad. Nem szeretnék sírni, kinek kell a bánat, előfordul mégis, hogyha néha látlak. Hogyha néha mégis könny ragyog szememben, csak reád gondolok, megsiratlak csendben. Hogyha titkon mégis szemem könnybe lábad, csak egyre gondolok, jó lenne most nálad. Az életben, érzem, nincs túl sok esélyem, számomra te voltál a legszebb reményem. Hogyha néha mégis könny ragyog szememben, csak terád gondolok, itt élsz még szívemben. Hogyha titkon mégis szemem könnybe lábad, csak arra gondolok, de jó lenne nálad. A szívemet oly rég csak a bánat rágja, könnycseppet szememben már senki sem látja. Hogyha néha mégis könny ragyog szememben, csak reád gondolok, megsiratlak csendben. Hogyha titkon mégis szemem könnybe lábad, csak egyre gondolok, jó lenne most nálad.",https://poet.hu/vers/389391
neg,Nagy Cintia Jázmin,"Sírni tudnék, de hogyan kéne?","Sírni tudnék, de hogyan kéne, ha torkomra ül a csend zenéje, ha a könny bennreked, nem talál utat, és a hangom is csak némán kutat. Görcsbe áll a torkom mélye, szívem ver, de halk a lépte, mintha belül minden fájna, de kifelé nem repül árva szárnya. Ordítanék, de a hang megáll, mint akit láncokba zárt a halál, minden szó, mi bennem égne, visszahullik, mint porszem égre. Sírni tudnék, de nincs hangja, csak a szemem néz a falra, és a lélek kérdi halkan: ""Miért fáj így minden napban?"" Ha sírnék, talán könnyebb lenne, de a könny is fél, bennem reszketve, pedig jó volna, csak egyszer, végre, elengedni, s hagyni, hogy éljen.",https://poet.hu/vers/387306
neg,Jánoska Mátyás,A megváltozott hely...,"Számíthat-e rám valaki a mából, S a tegnapot már bosszúsan öleli? Kibújok-e az anyaméhi magból, Vagy pusztuló jövő ezt is ökleli? Nem, nézzetek fel inkább már a Napra A mindig tornyosuló felhők mögül, S félemlített csecsemő-énem talpra Szökken fel így is minden pokol körül. Mert bűzlő mocsok körülöttem minden, S ebben fulladozik pislogva a szép. Porhamuban a bálványozott Isten, S itt őrjöng, vigyorog ez bugyuta nép. Szaggatott imák, mit magukra hánynak Templomunkban és a falain kívül, És megszakad magzatja a szép lánynak, Ha e bús hely ad néki létet végül. Szerelmetes szívek itten kimúlnak, Beteges tárház fényei kigyúlnak, S csillagjaim falum felett kimúlnak.",https://poet.hu/vers/387262
neg,Trebó Róbert,sírok előtt sírok,A sós könny cseppen szívemből lélektükröm rezdüléseként kegyelemkelyhet kagyló ívű karéjt alkotó kezem aljára gyönge kis gyöngy létpáncéljába zárva,https://poet.hu/vers/387261
neg,Horváth Edina Anna,Könnyvirágok,"Szélvihar tombol, és nem fed burok, az eső zuhog, lefele csurog, nézem, ahogy a tócsába cseppen, csak ácsorgok némán, összetörten. Könnyeim hullanak, fájdalom éget, a létezés ezzel nem érhet véget! Drága szerettünk, téged az égiek hívnak, mostantól a sírodon könnyvirágok nyílnak.",https://poet.hu/vers/385740
neg,Jánoska Mátyás,Könnyekkel könnyebb,"Mi franc tánc öldös puha tested mivoltján, Melyen szopik a léha csöpp, szűz üdvösség? Normális füzér Istennek lehelete Szökik a képbe, ez álmodó bűnösség. Én úgy szopom irhák magját, akár a tej, Bontom vitorlám tót érlelte zabföldön. Ez odvas, jéggel vert maszlag-szag szigeten Teher a kincs és álom, akár a börtön. Én szégyellem testem csillogó palástját, Kohók karjaiba züllesztem hát létem. Álmom a szent maraszt, hidegvérrel takar, Szökik ajkam keblére, mit régen kértem. Jön, jön a nagy sóhaj, a gubbasztó panasz, Levelem firkantom a mély hegynek s völgynek. Számadásom, ím, a fellegeknek küldöm S panaszom könnyebb, ha jönnek már a könnyek. Kacér szájak mosolyán lépked a homály, Ősz évszakába dugja fejét az ember. Szívem fedelét szívek tárnája várja, Csókok szegletén kettéválik a tenger. Imádom a regét fűszerrel toldani, Mesék, mint fák gyökerei, már kinőttek. Ágyak foltos párnái gyermekkönnyekkel Mégis a való élethez már felnőttek. Szépen, sorban, alkonyszagú deres égen Bámészkodnak petyhüdt, ember-szag fellegek. S lám, ember volnék, én is, de fát könnyező, Hát anyám, vagy Krisztusom, én is elmegyek.",https://poet.hu/vers/384485
neg,Jánoska Mátyás,Olcsó sorok,"Már megint sár született, Az ujjpercek már megint törnek. Hiányoltam Szűz Máriát, Füst-felhőn fent repkedett, S mohón mégis feketék jönnek. Lovasnak tőre villan, Fekete sereg tűnik elém. Köptem turhát a nagy sárra, De a mosoly elillan, Méregféreg lüktet már belém. Olcsó, cécós hangjegyek, Botorkál szűzies, havas tél. A köd öleli évszakát. Bort vedelő mesterek Hangjait zúgja az öreg szél. Miért nevet az ördög, Ha könnyek morzsái az étkem? Nem értem ezt a bohócot. Adj hát falatnyi rögöt, S éhezem, csupán ez a vétkem. Olvasd meg a morzsákat Te, ki vagy, te, ki még szépet lát. Ó, te mennynek nagyasszonya, Szüljed meg a vágyakat, Vagy iktasd be annak rút torát.",https://poet.hu/vers/384103
neg,Szalkai Orsolya,(Sz)árnyaló,"Érzelmeim tengerkék egére felszáll egy ében gondolat-varjú. Szürkére festi felhőszép szemem, szüntelenül hull a színtelen bú.",https://poet.hu/vers/383383
neg,Csatári Boglárka,Trauma,"Sokan kérdezik, hogy mi is valójában a trauma, Egy tett vagy mozdulat, ami meghatározza gondolatodat. Miért nem tudom elmondani a bajomat? Mert utálom, ha én vagyok a középpontban, Ha minden tekintet rám szegeződik, A szánalmas pillantásokat előveszik. Megkérdezik, miért vagy ilyen lusta, De nem tudják, mit takar a múltad. ""Olyan kicsi vagy, biztos nincs baj"". Ebbe őrült bele oly sok fiatal. Esténként álomba sírni saját magad , Párnádat átkarolva, álmodozva.",https://poet.hu/vers/381276
neg,Török Ignác,Könnycsepp,"Egy könnycsepp gördül az arcodon, Öröm vagy bánat, azt nem tudom, Csillan a napfény a könnycseppen, Ettől nem gördül könnyebben. Tükröződik benne a világ, Semmit nem tud rólad, ki lát, Te ismered a könnycsepp titkát. Most már mindegy, öröm vagy bánat, Megkönnyebbülsz, és ezt vártad. Megszárad a könnycsepp.",https://poet.hu/vers/381166
neg,Petrovics Gábor,Sírni akarok,"Sírni akarok! Üvöltöm. Sírni. Sírni! SÍRNI! De könny nem jön. Sírnék én, esküszöm! Sírnék, de nem tudok Sírnék érted balt meg?! De könny nem jön. Ha sírni sem tudok, Mondd. Mondd! MONDD! Fájdalmammal kezdeni, Mi a francot fogok?!",https://poet.hu/vers/380812
neg,Erdélyi Zsolt,Bukott angyalok: Harmadik írás,"Lehullott, mint hópihe egy fagyos éjszakán. Nem tudja, merre menjen. S biztonságot hol talál. Bolyong, mint havasi nyúl a tundrán. Hirtelen eső jelzi, merre jár. Mióta eszét tudja, nem látott fénysugárt. Hóvihar tombol, ha reszket. Olyan, mint egy árva gyerek. Keresi azt, kinél bátorságot lel.",https://poet.hu/vers/379314
neg,Beszterczy Koppány,A csillagok alatt,"Út van és szalad, és nem lát már semmit a csillagok alatt. Unta, hogy fáradt. Unta, hogy élve megeszi a bánat, hogy szeret és nem fáj, s ha fáj, akkor tompa. Unta, hogy fél, és hogy a levegőt rontja. Csak szalad, mert remél. (Megváltást remél.) Talán majd megváltva örökké elél.",https://poet.hu/vers/378528
neg,Tóth Gábor (Ess),Miért?,"Lágy és tüzes szellőként fogtad meg kezem, Félig direkt csak, de mégis elvetted az eszem, Úgy mutattad, én sem kíméltem a Tiéd, mert elvettem, És imádtad, hogy vidám szívemmel boldogan szerettem. Megvan az Igazi, úgy éreztem, életemben először, nyomban Hollywoodi volt az egész, Te utolsó sütim a boltban. Szeretlek, még most is, ezért nem tudom, hogyan éljek, Elhagyva, kidobva, lecserélve, miket nem tudom, mire véljek, Mennyek magasságából a hegycsúcs is nagy mélység, értem, De onnan egyenesen a pokol legalja, ahol földet értem, Ez a hely idegen még, s belül szaggat, gyötör, gyilkol és éget, Nem voltam elég, jött a tökéletes, ezután így még jobban égek. Nekik boldog ragyogás, amit ismerek, de nem a Miénk már, Nálam pedig a végtelen fájdalom, s szívemben maradandó kár, Tény, úgy alakult, aki akkor voltál, már többé nem létezik, Kimondom itt, most, az égi Élet az, mi ellenem vétkezik, Végtelen, sok kérdés, főleg, lehet-e ebből felállni valaha, Öregedő lelkem úgy érzi, épségben ebből... soha.",https://poet.hu/vers/378285
neg,Amirov Rusztem,A kislány egy mély kútba esett...,"A kislány egy mély kútba esett, És bár ugyan tudott úszni, De innen nem menekülhetett, Mert senki se tudta őt kihúzni! Hiába kért segítséget, Mert a vizet közben félrenyelte! A kút tetején nem volt vödör! - Kislány, mért jöttél a kertbe? A kút köré gyűlt falusiak Belebámultak a kútba. S a kisleányka elfáradt és Odalent várt fuldokolva. A hideg vízben békák úsztak, És a kislány sírni kezdett, Mert félt a haláltól a kiscsaj! - De hisz ez a kislány reszket! Ledobtak egy kötelet A markos, falusi legények. S a kislány belekapaszkodott. (Az anyuka nem hitt a szemének!) Felfele mászott a kisasszony, S a kútnak a tetején kimászott. Az anyuka feddni kezdte őt, És tudta a kislány, hogy hibázott! Vizes volt a kislány ruhája, Na, meg a nagy barna haja is! - Bocsánat! Mondta a kisleány. - Nincsen baj, anya majd hazavisz! Megszárította a lány haját, Aztán, hogy szép legyen, befonta. A kút száját örökre lezárták, És a sok öreglány befogta. Veszélyes volt ez a régi kút. Itt lakott ugyanis a Halál! S ő húzta mélybe a gyermeket. Csúszott a kislány a kút falán. Ez csak egy ördögi csapda volt, De betömték kövekkel a kutat. - Én csak a te javad akarom! Máskor majd fogadj szót anyunak!",https://poet.hu/vers/376875
neg,Papp Noel,Senkit sem érdekel!,"Sosem érdekelt senkit. Lelked sötétje, Mely minden nap egyre csak mélyebb, Kimászni nem tudsz, úgy folyton csak Körmöd téped. Segítség? Sosem kérted, minek? Ki segítene? A csöves, kinek rosszabb az élete? A barátod, akinek van sajátja? Vedd már észre, hogy magad vagy! Elmentek. Távoztak, kiléptek az ajtón, és - Fájt, mikor csukódott, szememből könnycsepp csordult. Még most is folyik, pedig már mióta. A fájdalom rosszabb, az idő gyógyít, mondta az idióta. Egy bizonyos idő után biztos. Bár lehet, sosem fog. Vagy majd másik életben, hol ezt már elfelejtem. Én - nem ezt kértem, hát pontosan ettől féltem! A jóistent kértem, csak őket ne. De őt se érdekelte. Magad vagy, vedd már észre!",https://poet.hu/vers/375959
neg,K. Anna,könnyeimmel főzöm a kávét,"felébredtem messze van az, mikor mondhatom, feléledtem ez már nem álom, dörzsölöm a szemeim eláraszt minden érzés sírásomtól a poharam megtelik még kócos a hajam ha tehetné, egész nap így maradna megfésülöm, aztán kontyba fogom kicsit ferde, de a napot így is végigtolom szemem bogara vörös az egerek ittak, látképem még ködös kiviszem a poharam ezzel tisztul szemem bogara felrakom a kávét benne van minden érzés, mit a lelkem átélt keserű, de mégis édes innen tudom, hogy életem valójában nem is olyan vészes",https://poet.hu/vers/375196
neg,Kecskés Dénes,Hangok,"Amikor két hang egymással szembefeszül, Vajon tudod, hogy a szív mit érez legbelül? Látod mindkettőben az aligátort, Keresed, de nem látod a moderátort. Szemedben könnycsepp vívja harcát, De nem mutatja igaz arcát. Az öröm vagy bánat lesz győztes, De nem Te leszel a vesztes. Mert egyszer elúszik a csónak, Vele Te is szebb vizekre evezel. Ahol a szeretet hangja mondja el: Légy oly`, mint Én, és minden jobb lesz, hidd el!",https://poet.hu/vers/373671
neg,Kismadarka,nélküled,nélküled én nem vagyok senki se nélküled nem találom a helyemet nélküled nem érek semmit se nélküled én nem élek utálok távol lenni tőled mert rájövök hogy semmit sem érek senkinek se lehet hogy te jól megvagy de én nem lehet hogy nincs rám se időd se energiád de nekem szükségem van rád egyedül vagyok teljesen legalább hallgass meg figyelj rám tartsd bennem a lelket kérlek érzem hogy valami hülyeséget fogok csinálni védj meg magamtól én nem tudok vigyázni magamra de te tudnál ha figyelnél és közben érzem hogy neked is szükséged lenne rám nagyon hiányzol mindennél jobban szeretlek még az életemnél is jobban kérlek csak beszélj velem hallgass meg figyelj rám én mindig itt voltam most te jössz kérlek most is legyél itt nekem,https://poet.hu/vers/372981
neg,Kismadarka,akkor miért?,"azt mondtad, mindent megbeszélünk! akkor miért mentél el? sohasem féltem még úgy, mint akkor, amikor utánad becsukódott az ajtó. féltem és remegtem, a falat ordítva vertem, aztán egyszer csak már ott voltál, és a két karodba zártál. nem tudtam, mit mondjak, így csak sírtam és sírtam, aztán végre megszólaltam: hiányoztál! de akkor is ott van bennem a kérdés, hogy miért és miért! hogy várod el tőlem, hogy beszéljek, ha te csak kussolsz? azzal, hogy elnyomod, nem segítesz, tudom, hogy megbántad és bocsánatot kértél, de ez nekem nem elég, nem felejtek ilyen könnyen! én elmondanám, ha tudnám, mi bánt, de csak ezt érzem, hogy nagyon fáj! nem tudom, mi az, és hogy honnan jön, csak azt érzem, hogy megőrülök! én szeretném tudni, hogy te hogy vagy, de abból mindig csak a baj van. nem tudom, mit csináljak, neked fel még mit kínáljak. azt érzem, hogy nem vagyok elég, de nem tudom, neked mi kéne még. nem tudok ennél többet adni, így is szinte nekem nem marad semmi. lehet, hogy valamit rosszul csinálunk, de közben olyan jól megvagyunk! nem tudom, mit kéne tennünk. lehet, hogy magunkkal kibékülnünk? minden esetre én nagyon szeretlek, remélem, soha el nem felejtesz.",https://poet.hu/vers/372752
neg,Varró Nándor,Könnyek nélkül sírni,"Aznap sírva aludtam el, Párnám ringatott, Másnap sírva keltem fel, Gyötrelmem fogadott. Másnap sírva aludtam el, Noha a könnyek nem folytak, Tegnap még boldog voltam, Mára viszont elhervadtam. Egy éve sírva aludtam el Boldogságom miatt, Akkor ismertem önmagam igazán, Ma csak egy bohóc vagyok. Sírva születtem a világra, Hogy örült emiatt a nép. Ma, ha sírok, könny nem csordul, Rabja önmagamnak, ez vagyok. Sírni fogok, hogyha tudok, Majd egyszer eljön az idő. Egy nap szeretni fogom magam, De addig még szenvedni fogok. Viharverte hajótörött Az élet tengerén. Megtaláltam lelkem A tenger fenekén. Lemenni nem merek, Félek, hogy megfulladok. De itt sem maradhatok, Félek, hogy soha meg nem gyógyulok...",https://poet.hu/vers/372323
neg,Papp Noel,Elveszettek,"Mit gondolok jelenleg? Szóba önteni nem tudom. Túl erős a magányom. Egyedül töltöm minden napom. Ilyen rossz ember lennék? Tényleg? Ezen segíthetek, egy tett ideje alatt eltűnhetek. Akárkinek mondtam, megtenném, Azt mondta, ne tegyem, van nekem itt helyem. Pont énnekem. Mind... mindenkit elvesztettem. 10 éves barátságot törtem. Több embert, kit szerettem. Ezt nem akartam. Most sírva eme sorokat írom. Közben agyam azon jár, életemnek véget vessek-e. Fiatal vagyok, persze. De ha egyszer ez így nem élet? Senkinek sem kellek. Egyszerűen, mindenben magam vagyok. Miért? Istenem, tiszta a szívem, szeretek, ölelek. Hibát követek, tudom. De mondtam már, hogy sajnálom... Bár lenne pár jó barátom. Kikkel csak nevetni lehet, s szeretni őket. E, N, Zs, K mind betűk, melyek már nincsenek. Ámbár rohadtul kellenek. Hiányuk fáj s széttép. Sosem lesz már az élet szép...",https://poet.hu/vers/371297
neg,Sütő Szilárdné,Fogd össze egy kupacba,"Fogd össze egy kupacba, És nevess arra az arcra, Ki a hazugot hazugnak nevezte, S ki az igazat se hitte, Annak, ki egyszer átverte, Fogd egy kupacra, Szorítsd a fogadat össze, Tartsd a levegőt bent, Három, kettő, egy, És fújd ki, ami mérgez, És ne kérdezz Olyat, amire válasz nem érkezhet, Fogd egy kupacra az érzelmet, Ami a napodra nyomja a pecsétet, A gombóc a torkodban addig fog nőni egyre nagyobbra, Míg végre le nem nyeled, ami a lelked fojtogatja. Érzések teljes tárházával, Keserű könnyek rejtett árjával Fogd egy kupacra, És dobd ki a szabadba.",https://poet.hu/vers/371187
neg,Pócsi Bianka,"Sírj csak, lelkem","Sírj, lelkem, sírj csak, könnyed mosdó, Bántalom szótlan, fájó, kósza, Szárnyalj a csendben, égbe zokogó, Választ keresve, ha sötét játssza. Tépj ki fájdalmat, rongydarabot, Így könnyebb a szív zarándokja, Emlék húzza a csodavirágot, De felcsillan a remény orcája. A sötétben keressük a fényt, Hol az éj árnya véget is ér, Sírj, lelkem, sírj csak, de nehogy hagyj tényt, Mint könny mögött ott rejtőző tánctér! Ne hagyd, hogy ő magával rántson, Hisz a bánatban is ott rejlik, Sírj, lelkem, sírj csak, de nehogy ártson, Ha a fény magában is levedlik!",https://poet.hu/vers/370604
